GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0008379;MF;e;thioredoxin peroxidase activity;2/908;2/46923;0.000374051;7;2;0.832637583;0.008812532;175573.0, 266858.0
GO:0036402;MF;e;proteasome-activating activity;3/908;8/46923;0.000376096;2;3;0.837190498;0.008812532;172238.0, 175925.0, 178988.0
GO:0140297;MF;e;DNA-binding transcription factor binding;4/908;19/46923;0.000428186;4;4;0.953141629;0.009826202;172981.0, 176380.0, 176651.0, 181348.0
GO:0016620;MF;e;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;4/908;19/46923;0.000428186;4;4;0.953141629;0.009826202;174603.0, 174800.0, 180601.0, 3565504.0
GO:0005215;MF;e;transporter activity;5/908;35/46923;0.000538218;1;5;1;0.011901032;176512.0, 177004.0, 177089.0, 177795.0, 179796.0
GO:0004185;MF;e;serine-type carboxypeptidase activity;3/908;9/46923;0.000556023;6;3;1;0.011901032;174802.0, 180915.0, 181572.0
GO:0070628;MF;e;proteasome binding;3/908;9/46923;0.000556023;3;3;1;0.011901032;173744.0, 174785.0, 3565888.0
GO:0019887;MF;e;protein kinase regulator activity;3/908;9/46923;0.000556023;4;3;1;0.011901032;172610.0, 190051.0, 3565679.0
GO:0045182;MF;e;translation regulator activity;3/908;9/46923;0.000556023;1;3;1;0.011901032;176094.0, 176979.0, 177895.0
GO:0038024;MF;e;cargo receptor activity;3/908;9/46923;0.000556023;1;3;1;0.011901032;179213.0, 179567.0, 180843.0
GO:0061608;MF;e;nuclear import signal receptor activity;3/908;9/46923;0.000556023;3;3;1;0.011901032;172648.0, 177533.0, 3565440.0
GO:0050661;MF;e;NADP binding;4/908;21/46923;0.000641147;7;4;1;0.013464079;174603.0, 180601.0, 180818.0, 3565504.0
GO:0004180;MF;e;carboxypeptidase activity;4/908;21/46923;0.000641147;5;4;1;0.013464079;174802.0, 177940.0, 180915.0, 181572.0
GO:0004775;MF;e;succinate-CoA ligase (ADP-forming) activity;2/908;3/46923;0.001107708;6;2;1;0.022015695;181280.0, 181570.0
GO:0051861;MF;e;glycolipid binding;2/908;3/46923;0.001107708;3;2;1;0.022015695;179034.0, 181786.0
GO:0032036;MF;e;myosin heavy chain binding;2/908;3/46923;0.001107708;5;2;1;0.022015695;175440.0, 181776.0
GO:0050321;MF;e;tau-protein kinase activity;2/908;3/46923;0.001107708;6;2;1;0.022015695;173149.0, 179912.0
GO:0051920;MF;e;peroxiredoxin activity;2/908;3/46923;0.001107708;5;2;1;0.022015695;175573.0, 266858.0
GO:0005001;MF;e;transmembrane receptor protein tyrosine phosphatase activity;2/908;3/46923;0.001107708;8;2;1;0.022015695;174685.0, 175807.0
GO:0003727;MF;e;single-stranded RNA binding;5/908;41/46923;0.001129277;5;5;1;0.02205062;171877.0, 173738.0, 176979.0, 179224.0, 181504.0
GO:0030170;MF;e;pyridoxal phosphate binding;5/908;41/46923;0.001129277;5;5;1;0.02205062;174155.0, 175908.0, 175915.0, 177897.0, 180897.0
GO:0004842;MF;e;ubiquitin-protein transferase activity;6/908;61/46923;0.001160205;6;6;1;0.022457534;171647.0, 177073.0, 177084.0, 177486.0, 177580.0, 178006.0
GO:0004721;MF;e;phosphoprotein phosphatase activity;6/908;63/46923;0.001374245;6;6;1;0.026083096;173904.0, 174685.0, 177943.0, 178117.0, 179486.0, 3564807.0
GO:0008143;MF;e;poly(A) binding;3/908;12/46923;0.001394379;7;3;1;0.026083096;172920.0, 175551.0, 181473.0
GO:0016018;MF;e;cyclosporin A binding;3/908;12/46923;0.001394379;4;3;1;0.026083096;173374.0, 180027.0, 180028.0
GO:0050839;MF;e;cell adhesion molecule binding;3/908;12/46923;0.001394379;3;3;1;0.026083096;172174.0, 177366.0, 177602.0
GO:0016936;MF;e;galactoside binding;4/908;26/46923;0.00148329;3;4;1;0.027515036;174964.0, 175212.0, 179034.0, 181786.0
GO:0000287;MF;e;magnesium ion binding;5/908;44/46923;0.001560377;6;5;1;0.028705774;174423.0, 175598.0, 177856.0, 178872.0, 181280.0
GO:0009931;MF;e;calcium-dependent protein serine/threonine kinase activity;2/908;4/46923;0.002186944;7;2;1;0.0383798;174623.0, 177921.0
GO:0030620;MF;e;U2 snRNA binding;2/908;4/46923;0.002186944;6;2;1;0.0383798;175572.0, 176153.0
GO:0017070;MF;e;U6 snRNA binding;2/908;4/46923;0.002186944;6;2;1;0.0383798;174193.0, 176153.0
GO:1990381;MF;e;ubiquitin-specific protease binding;2/908;4/46923;0.002186944;5;2;1;0.0383798;172981.0, 3565888.0
GO:0016624;MF;e;oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;2/908;4/46923;0.002186944;4;2;1;0.0383798;177235.0, 3565996.0
GO:0004722;MF;e;protein serine/threonine phosphatase activity;6/908;69/46923;0.002199333;7;6;1;0.0383798;173904.0, 177943.0, 178117.0, 179486.0, 180100.0, 3564807.0
GO:0004175;MF;e;endopeptidase activity;3/908;14/46923;0.002241408;4;3;1;0.0383798;173168.0, 173334.0, 176978.0
GO:0003756;MF;e;protein disulfide isomerase activity;3/908;14/46923;0.002241408;5;3;1;0.0383798;172433.0, 175472.0, 180724.0
GO:0030544;MF;e;Hsp70 protein binding;3/908;14/46923;0.002241408;4;3;1;0.0383798;173341.0, 177343.0, 3565862.0
GO:0051536;MF;e;iron-sulfur cluster binding;5/908;48/46923;0.002309081;4;5;1;0.039236749;176051.0, 176121.0, 180818.0, 181324.0, 3564813.0
GO:0030234;MF;e;enzyme regulator activity;3/908;15/46923;0.002761665;2;3;1;0.046221556;175877.0, 178614.0, 180366.0
GO:0008483;MF;e;transaminase activity;3/908;15/46923;0.002761665;4;3;1;0.046221556;175908.0, 177897.0, 180897.0
GO:0008289;MF;e;lipid binding;6/908;73/46923;0.002926956;2;6;1;0.048622419;172071.0, 172390.0, 176283.0, 177074.0, 180616.0, 181577.0
